lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
93/1000,0.093,1/10,2939/4064,0.72317913385826772,0.723179133858267716535433070866141732283464566929133858267716,0.723179133858267716535433070866141732283464566929133858267717,0.72927923594588690,0.729279235945886901946882180148731141509564603952751089734689,0.729279235945886901946882180148731141509564603952751089734690,0.0061001020876191854,0.006100102087619185411449109282589409226100037023617231466972,0.006100102087619185411449109282589409226100037023617231466973,18/289,0.0057923875432525952,0.005792387543252595155709342560553633217993079584775086505190,0.005792387543252595155709342560553633217993079584775086505191,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
187/2000,0.0935,1/10,2938/4063,0.72311100172286488,0.723111001722864878168840758060546394289933546640413487570760,0.723111001722864878168840758060546394289933546640413487570761,0.72924564078916323,0.729245640789163228294168992000904476469962236058255425710247,0.729245640789163228294168992000904476469962236058255425710248,0.0061346390662983501,0.006134639066298350125328233940358082180028689417841938139487,0.006134639066298350125328233940358082180028689417841938139488,18/289,0.0058235294117647059,0.005823529411764705882352941176470588235294117647058823529411,0.005823529411764705882352941176470588235294117647058823529412,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
47/500,0.094,1/10,979/1354,0.72304283604135894,0.723042836041358936484490398818316100443131462333825701624815,0.723042836041358936484490398818316100443131462333825701624816,0.72921203157343973,0.729212031573439732073289468967705777806376337675264872665508,0.729212031573439732073289468967705777806376337675264872665509,0.0061691955320807956,0.006169195532080795588799070149389677363244875341439171040693,0.006169195532080795588799070149389677363244875341439171040694,18/289,0.0058546712802768166,0.005854671280276816608996539792387543252595155709342560553633,0.005854671280276816608996539792387543252595155709342560553634,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
189/2000,0.0945,1/10,2936/4061,0.72297463678896823,0.722974636788968234425018468357547402117704998768776163506525,0.722974636788968234425018468357547402117704998768776163506526,0.72917840828842786,0.729178408288427862918523183356693969642056383158640170352250,0.729178408288427862918523183356693969642056383158640170352251,0.0062037714994596285,0.006203771499459628493504714999146567524351384389864006845725,0.006203771499459628493504714999146567524351384389864006845726,18/289,0.0058858131487889273,0.005885813148788927335640138408304498269896193771626297577854,0.005885813148788927335640138408304498269896193771626297577855,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
19/200,0.095,1/10,587/812,0.72290640394088670,0.722906403940886699507389162561576354679802955665024630541871,0.722906403940886699507389162561576354679802955665024630541872,0.72914477092382824,0.729144770923828235416353337304756996615801634917798073762655,0.729144770923828235416353337304756996615801634917798073762656,0.0062383669829415359,0.006238366982941535908964174743180641935998679252773443220783,0.006238366982941535908964174743180641935998679252773443220784,18/289,0.0059169550173010381,0.005916955017301038062283737024221453287197231833910034602076,0.005916955017301038062283737024221453287197231833910034602077,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
191/2000,0.0955,1/10,326/451,0.72283813747228381,0.722838137472283813747228381374722838137472283813747228381374,0.722838137472283813747228381374722838137472283813747228381375,0.72911111946933061,0.729111119469330614163984639349903114419586699379112078294909,0.729111119469330614163984639349903114419586699379112078294910,0.0062729819970468004,0.006272981997046800416756257975180276282114415565364849913534,0.006272981997046800416756257975180276282114415565364849913535,18/289,0.0059480968858131488,0.005948096885813148788927335640138408304498269896193771626297,0.005948096885813148788927335640138408304498269896193771626298,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
12/125,0.096,1/10,2933/4058,0.72276983735830458,0.722769837358304583538689009364218827008378511582060128141941,0.722769837358304583538689009364218827008378511582060128141942,0.72907745391461390,0.729077453914613898802342420846166396288955320120446513834165,0.729077453914613898802342420846166396288955320120446513834166,0.0063076165563093153,0.006307616556309315263653411481947569280576808538386385692223,0.006307616556309315263653411481947569280576808538386385692224,18/289,0.0059792387543252595,0.005979238754325259515570934256055363321799307958477508650519,0.005979238754325259515570934256055363321799307958477508650520,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
193/2000,0.0965,1/10,2932/4057,0.72270150357406951,0.722701503574069509489770766576287897461178210500369731328567,0.722701503574069509489770766576287897461178210500369731328568,0.72904377424934611,0.729043774249346109023500958509299738442099052682498533859744,0.729043774249346109023500958509299738442099052682498533859745,0.0063422706752765995,0.006342270675276599533730191933011840980920842182128802531176,0.006342270675276599533730191933011840980920842182128802531177,18/289,0.0060103806228373702,0.006010380622837370242214532871972318339100346020761245674740,0.006010380622837370242214532871972318339100346020761245674741,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
97/1000,0.097,1/10,977/1352,0.72263313609467456,0.722633136094674556213017751479289940828402366863905325443786,0.722633136094674556213017751479289940828402366863905325443787,0.72901008046318437,0.729010080463184369552488845964223923867223636107593101094623,0.729010080463184369552488845964223923867223636107593101094624,0.0063769443685098133,0.006376944368509813339471094484933983038821269243687775650836,0.006376944368509813339471094484933983038821269243687775650837,18/289,0.0060415224913494810,0.006041522491349480968858131487889273356401384083044982698961,0.006041522491349480968858131487889273356401384083044982698962,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
39/400,0.0975,1/10,586/811,0.72256473489519112,0.722564734895191122071516646115906288532675709001233045622688,0.722564734895191122071516646115906288532675709001233045622689,0.72897637254577490,0.728976372545774895103419133414524932635120195697495757566952,0.728976372545774895103419133414524932635120195697495757566953,0.0064116376505837730,0.006411637650583773031902487298618644102444486696262711944264,0.006411637650583773031902487298618644102444486696262711944265,18/289,0.0060726643598615917,0.006072664359861591695501730103806228373702422145328719723183,0.006072664359861591695501730103806228373702422145328719723184,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
49/500,0.098,1/10,2929/4054,0.72249629995066601,0.722496299950666008880118401578687715836211149481993093241243,0.722496299950666008880118401578687715836211149481993093241244,0.72894265048675298,0.728942650486752975309891830468627936016018386142393240164269,0.728942650486752975309891830468627936016018386142393240164270,0.0064463505360869664,0.006446350536086966429773428889940220179807236660400146923026,0.006446350536086966429773428889940220179807236660400146923027,18/289,0.0061038062283737024,0.006103806228373702422145328719723183391003460207612456747404,0.006103806228373702422145328719723183391003460207612456747405,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
197/2000,0.0985,1/10,976/1351,0.72242783123612139,0.722427831236121391561806069578090303478904515173945225758697,0.722427831236121391561806069578090303478904515173945225758698,0.72890891427574296,0.728908914275742959629616242735606118257845102062488258251208,0.728908914275742959629616242735606118257845102062488258251209,0.0064810830396215681,0.006481083039621568067810173157515814778940586888543032492511,0.006481083039621568067810173157515814778940586888543032492512,18/289,0.0061349480968858131,0.006134948096885813148788927335640138408304498269896193771626,0.006134948096885813148788927335640138408304498269896193771627,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
99/1000,0.099,1/10,2927/4052,0.72235932872655479,0.722359328726554787759131293188548864758144126357354392892398,0.722359328726554787759131293188548864758144126357354392892399,0.72887516390235824,0.728875163902358242223200488044883027543088266370019879264388,0.728875163902358242223200488044883027543088266370019879264389,0.0065158351758034545,0.006515835175803454464069194856334162784944140012665486371989,0.006515835175803454464069194856334162784944140012665486371990,18/289,0.0061660899653979239,0.006166089965397923875432525951557093425605536332179930795847,0.006166089965397923875432525951557093425605536332179930795848,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
199/2000,0.0995,1/10,2926/4051,0.72229079239693903,0.722290792396939027400641816835349296470007405578869414959269,0.722290792396939027400641816835349296470007405578869414959270,0.72884139935620125,0.728841399356201246807055413047332503648443548547615459162212,0.728841399356201246807055413047332503648443548547615459162213,0.0065506069592622194,0.006550606959262219406413596211983207178436142968746044202943,0.006550606959262219406413596211983207178436142968746044202944,18/289,0.0061972318339100346,0.006197231833910034602076124567474048442906574394463667820069,0.006197231833910034602076124567474048442906574394463667820070,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
1/10,0.1,1/10,13/18,0.72222222222222222,0.722222222222222222222222222222222222222222222222222222222222,0.722222222222222222222222222222222222222222222222222222222223,0.72880762062686341,0.728807620626863411480360005519440832260657340770969282789111,0.728807620626863411480360005519440832260657340770969282789112,0.0065853984046411893,0.006585398404641189258137783297218610038435118548747060566888,0.006585398404641189258137783297218610038435118548747060566889,18/289,0.0062283737024221453,0.006228373702422145328719723183391003460207612456747404844290,0.006228373702422145328719723183391003460207612456747404844291,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
201/2000,0.1005,1/10,2924/4049,0.72215361817732774,0.722153618177327735243269943195850827364781427512966164485058,0.722153618177327735243269943195850827364781427512966164485059,0.72877382770392517,0.728773827703925173526035271916238620738954596318845917933014,0.728773827703925173526035271916238620738954596318845917933015,0.0066202095265974383,0.006620209526597438282765328720387793374173168805879753447956,0.006620209526597438282765328720387793374173168805879753447957,18/289,0.0062595155709342561,0.006259515570934256055363321799307958477508650519031141868512,0.006259515570934256055363321799307958477508650519031141868513,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
