epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
27/1000,0.027,223729/250000,26271/250000,1/3,0.12544764359273625,0.88641909726450575,0.886419097264505751291723613396546263791570599552503425146269,0.886419097264505751291723613396546263791570599552503425146270,0.88853533586664848,0.888535335866648481177655646666595157642532690102299931194054,0.888535335866648481177655646666595157642532690102299931194055,0.0021162386021427299,0.002116238602142729885932033270048893850962090549796506047784,0.002116238602142729885932033270048893850962090549796506047785,True,interior,True,False,equally_weighted_Pauli_axes,False
11/400,0.0275,35721/40000,4279/40000,1/3,0.12764776974155994,0.88466041900492476,0.884660419004924762145270123809298809498482980898918209304877,0.884660419004924762145270123809298809498482980898918209304878,0.88680173617439522,0.886801736174395216111147222144233511992288381888946277800685,0.886801736174395216111147222144233511992288381888946277800686,0.0021413171694704540,0.002141317169470453965877098334934702493805400990028068495808,0.002141317169470453965877098334934702493805400990028068495809,True,interior,True,False,equally_weighted_Pauli_axes,False
7/250,0.028,13924/15625,1701/15625,1/3,0.12984362400981866,0.88291222964793978,0.882912229647939780470726821721757515321595059305819411460265,0.882912229647939780470726821721757515321595059305819411460266,0.88507823450027251,0.885078234500272508297864944957579601067993973397649987107770,0.885078234500272508297864944957579601067993973397649987107771,0.0021660048523327278,0.002166004852332727827138123235822085746398914091830575647504,0.002166004852332727827138123235822085746398914091830575647505,True,interior,True,False,equally_weighted_Pauli_axes,False
57/2000,0.0285,889249/1000000,110751/1000000,1/3,0.13203521646397207,0.88117443792210569,0.881174437922105686404299070778038544935888409621287806671948,0.881174437922105686404299070778038544935888409621287806671949,0.88336474471492363,0.883364744714923631848430157257651569954451442032526197228078,0.883364744714923631848430157257651569954451442032526197228079,0.0021903067928179454,0.002190306792817945444131086479613025018563032411238390556129,0.002190306792817945444131086479613025018563032411238390556130,True,interior,True,False,equally_weighted_Pauli_axes,False
29/1000,0.029,221841/250000,28159/250000,1/3,0.13422255712768328,0.87944695362065030,0.879446953620650304003519575377023553684259418193789558302586,0.879446953620650304003519575377023553684259418193789558302587,0.88166118167532318,0.881661181675323184712121399754303295859911378558864482279698,0.881661181675323184712121399754303295859911378558864482279699,0.0022142280546728807,0.002214228054672880708601824377279742175651960365074923977112,0.002214228054672880708601824377279742175651960365074923977113,True,interior,True,False,equally_weighted_Pauli_axes,False
59/2000,0.0295,885481/1000000,114519/1000000,1/3,0.13640565598205133,0.87772968758599043,0.877729687585990433488228894617740104382414150940335445475849,0.877729687585990433488228894617740104382414150940335445475850,0.87996746121069486,0.879967461210694856827669207632882303168084409240016445406724,0.879967461210694856827669207632882303168084409240016445406725,0.0022377736247044233,0.002237773624704423339440313015142198785670258299680999930875,0.002237773624704423339440313015142198785670258299680999930876,True,interior,True,False,equally_weighted_Pauli_axes,False
3/100,0.03,2209/2500,291/2500,1/3,0.13858452296584206,0.87602255169451744,0.876022551694517443660588983139525311081755534746517942661594,0.876022551694517443660588983139525311081755534746517942661595,0.87828350010866989,0.878283500108669889333425407812339344249491620866274965028706,0.878283500108669889333425407812339344249491620866274965028707,0.0022609484141524457,0.002260948414152445672836424672814033167736086119757022367112,0.002260948414152445672836424672814033167736086119757022367113,True,interior,True,False,equally_weighted_Pauli_axes,False
61/2000,0.0305,881721/1000000,118279/1000000,1/3,0.14075916797571743,0.87432545884164697,0.874325458841646965007833905483505537543952971952087580045731,0.874325458841646965007833905483505537543952971952087580045732,0.87660921610168144,0.876609216101681438571236713597410200388239205412019457373080,0.876609216101681438571236713597410200388239205412019457373081,0.0022837572600344736,0.002283757260034473563402808113904662844286233459931877327348,0.002283757260034473563402808113904662844286233459931877327349,True,interior,True,False,equally_weighted_Pauli_axes,False
31/1000,0.031,219961/250000,30039/250000,1/3,0.14292960086646331,0.87263832292712735,0.872638322927127350000617351826572474603402449017886861514490,0.872638322927127350000617351826572474603402449017886861514491,0.87494452785359017,0.874944527853590167088541157248667421982464865179621194741820,0.874944527853590167088541157248667421982464865179621194741821,0.0023062049264628171,0.002306204926462817087923805422094947379062416161734333227329,0.002306204926462817087923805422094947379062416161734333227330,True,interior,True,False,equally_weighted_Pauli_axes,False
63/2000,0.0315,877969/1000000,122031/1000000,1/3,0.14509583145121567,0.87096105884060169,0.870961058840601689846417740009349017260640394875965050160403,0.870961058840601689846417740009349017260640394875965050160404,0.87328935494653649,0.873289354946536489555655292905149741921598191330655361919066,0.873289354946536489555655292905149741921598191330655361919067,0.0023282961059347997,0.002328296105934799709237552895800724660957796454690311758663,0.002328296105934799709237552895800724660957796454690311758664,True,interior,True,False,equally_weighted_Pauli_axes,False
4/125,0.032,13689/15625,1936/15625,1/3,0.14725786950168529,0.86929358244741830,0.869293582447418296535097584731597870830841022836761921251986,0.869293582447418296535097584731597870830841022836761921251987,0.87164361786801500,0.871643617868015004547613939435910426046523080754420794373145,0.871643617868015004547613939435910426046523080754420794373146,0.0023500354205967080,0.002350035420596708012516354704312555215682057917658873121158,0.002350035420596708012516354704312555215682057917658873121159,True,interior,True,False,equally_weighted_Pauli_axes,False
13/400,0.0325,34969/40000,5031/40000,1/3,0.14941572474838097,0.86763581057468468,0.867635810574684675513028807952295144362055266587100475496009,0.867635810574684675513028807952295144362055266587100475496010,0.87000723799816674,0.870007237998166743567545936035164672158130915474590963475026,0.870007237998166743567545936035164672158130915474590963475027,0.0023714274234820681,0.002371427423482068054517128082869527796075648887490487979016,0.002371427423482068054517128082869527796075648887490487979017,True,interior,True,False,equally_weighted_Pauli_axes,False
33/1000,0.033,218089/250000,31911/250000,1/3,0.15156940688083116,0.86598766099756013,0.865987660997560127830990196044902351244666740240137965485075,0.865987660997560127830990196044902351244666740240137965485076,0.86838013759728497,0.868380137597284966584382682811422429346336778173744937350844,0.868380137597284966584382682811422429346336778173744937350845,0.0023924765997248388,0.002392476599724838753392486766520078101670037933606971865769,0.002392476599724838753392486766520078101670037933606971865770,True,interior,True,False,equally_weighted_Pauli_axes,False
67/2000,0.0335,870489/1000000,129511/1000000,1/3,0.15371892554780417,0.86434905242578223,0.864349052425782231214370864115597988542921056099998932856131,0.864349052425782231214370864115597988542921056099998932856132,0.86676223979353033,0.866762239793530328792422929759800916827631841444540983326527,0.866762239793530328792422929759800916827631841444540983326528,0.0024131873677480976,0.002413187367748097578052065644202928284710785344542050470395,0.002413187367748097578052065644202928284710785344542050470396,True,interior,True,False,equally_weighted_Pauli_axes,False
17/500,0.034,54289/62500,8211/62500,1/3,0.15586429035752686,0.86271990449042256,0.862719904490422557284474577487167377418804891167540397378652,0.862719904490422557284474577487167377418804891167540397378653,0.86515346857085134,0.865153468570851336342472161703702013057734046903819788861769,0.865153468570851336342472161703702013057734046903819788861770,0.0024335640804287791,0.002433564080428779057997584216534635638929155736279391483117,0.002433564080428779057997584216534635638929155736279391483118,True,interior,True,False,equally_weighted_Pauli_axes,False
69/2000,0.0345,866761/1000000,133239/1000000,1/3,0.15800551087790191,0.86110013773086709,0.861100137730867087196750988195159815398499351495699708973942,0.861100137730867087196750988195159815398499351495699708973943,0.86355374875710610,0.863553748757106099510398045471941367856858879409997999565845,0.863553748757106099510398045471941367856858879409997999565846,0.0024536110262390123,0.002453611026239012313647057276781552458359527914298290591902,0.002453611026239012313647057276781552458359527914298290591903,True,interior,True,False,equally_weighted_Pauli_axes,False
7/200,0.035,8649/10000,1351/10000,1/3,0.16014259663672355,0.85948967358201689,0.859489673582016890332941570646199109697153872727300507700408,0.859489673582016890332941570646199109697153872727300507700409,0.86196300601238148,0.861963006012381480223429673183047579957500484507862717947761,0.861963006012381480223429673183047579957500484507862717947762,0.0024733324303645899,0.002473332430364589890488102536848470260346611780562210247352,0.002473332430364589890488102536848470260346611780562210247353,True,interior,True,False,equally_weighted_Pauli_axes,False
71/2000,0.0355,863041/1000000,136959/1000000,1/3,0.16227555712189192,0.85788843436170473,0.857888434361704730464387575670523764186849046598915926728930,0.857888434361704730464387575670523764186849046598915926728931,0.86038116681750582,0.860381166817505817119854671780521036617718217830232098259702,0.860381166817505817119854671780521036617718217830232098259703,0.0024927324558010867,0.002492732455801086655467096109997272430869171231316171530771,0.002492732455801086655467096109997272430869171231316171530772,True,interior,True,False,equally_weighted_Pauli_axes,False
9/250,0.036,13456/15625,2169/15625,1/3,0.16440440178162597,0.85629634325832336,0.856296343258323361065759473226994103413011973635615704425127,0.856296343258323361065759473226994103413011973635615704425128,0.85880815846275150,0.858808158462751495434518306997097374460094481440017628378011,0.858808158462751495434518306997097374460094481440017628378012,0.0025118152044281344,0.002511815204428134368758833770103271047082507804401923952883,0.002511815204428134368758833770103271047082507804401923952884,True,interior,True,False,equally_weighted_Pauli_axes,False
73/2000,0.0365,859329/1000000,140671/1000000,1/3,0.16652914002467496,0.85471332431866137,0.854713324318661366272652044337992984506740808912708507431681,0.854713324318661366272652044337992984506740808912708507431682,0.85724390903672371,0.857243909036723711039455292479271510079080146970600360196358,0.857243909036723711039455292479271510079080146970600360196359,0.0025305847180623448,0.002530584718062344766803248141278525572339338057891852764677,0.002530584718062344766803248141278525572339338057891852764678,True,interior,True,False,equally_weighted_Pauli_axes,False
37/1000,0.037,214369/250000,35631/250000,1/3,0.16864978122052847,0.85313930243594250,0.853139302435942496411106338204155498583897454595697621053752,0.853139302435942496411106338204155498583897454595697621053753,0.85568834741543186,0.855688347415431857983070267519394703618175545708465993672101,0.855688347415431857983070267519394703618175545708465993672102,0.0025490449794893616,0.002549044979489361571963929315239205034278091112768372618348,0.002549044979489361571963929315239205034278091112768372618349,True,interior,True,False,equally_weighted_Pauli_axes,False
3/80,0.0375,1369/1600,231/1600,1/3,0.17076633469962512,0.85157420333806454,0.851574203338064537148340941681614094116414449113954743827081,0.851574203338064537148340941681614094116414449113954743827082,0.85414140325154005,0.854141403251540046917796373435883540869162165021741664048920,0.854141403251540046917796373435883540869162165021741664048921,0.0025671999134755098,0.002567199913475509769455431754269446752747715907786920221838,0.002567199913475509769455431754269446752747715907786920221839,True,interior,True,False,equally_weighted_Pauli_axes,False
19/500,0.038,53361/62500,9139/62500,1/3,0.17287880975355981,0.85001795357603384,0.850017953576033839185953695258303670562940650178036944695262,0.850017953576033839185953695258303670562940650178036944695263,0.85260300696379334,0.852603006963793337938715979599218064415114198680698862498037,0.852603006963793337938715979599218064415114198680698862498038,0.0025850533877594988,0.002585053387759498752762284340914393852173548502661917802775,0.002585053387759498752762284340914393852173548502661917802776,True,interior,True,False,equally_weighted_Pauli_axes,False
77/2000,0.0385,851929/1000000,148071/1000000,1/3,0.17498721563528968,0.84847048051259172,0.848470480512591721101792867244514835564649639373755233801100,0.848470480512591721101792867244514835564649639373755233801101,0.85107308972661635,0.851073089726616345626233743139143188213933060940089748174384,0.851073089726616345626233743139143188213933060940089748174385,0.0026026092140246245,0.002602609214024624524440875894628352649283421566334514373284,0.002602609214024624524440875894628352649283421566334514373285,True,interior,True,False,equally_weighted_Pauli_axes,False
39/1000,0.039,212521/250000,37479/250000,1/3,0.17709156155933856,0.84693171231102904,0.846931712311029041504908640460917518498979415134118856070935,0.846931712311029041504908640460917518498979415134118856070936,0.84955158345988095,0.849551583459880946545009723702993288425495012568605261408528,0.849551583459880946545009723702993288425495012568605261408529,0.0026198711488519050,0.002619871148851905040101083242075769926515597434486405337592,0.002619871148851905040101083242075769926515597434486405337593,True,interior,True,False,equally_weighted_Pauli_axes,False
79/2000,0.0395,848241/1000000,151759/1000000,1/3,0.17919185670200021,0.84540157792418532,0.845401577924185318157971662406438342810595133817584849308860,0.845401577924185318157971662406438342810595133817584849308861,0.84803842081883989,0.848038420818839890147948929077132383614632694624931075696945,0.848038420818839890147948929077132383614632694624931075696946,0.0026368428946545720,0.002636842894654571989977266670694040804037560807346226388084,0.002636842894654571989977266670694040804037560807346226388085,True,interior,True,False,equally_weighted_Pauli_axes,False
